cid,isosmiles,canonicalsmiles
146157905,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(C(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2)C(=O)OC3C[C@]4(C(C5[C@@](C(CC6[C@]5(CO6)OC(=O)C)O)(C(=O)C(C(=C3C)C4(C)C)OC(=O)C)C)OC(=O)C7=CC=CC=C7)O,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(C(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2)C(=O)OC3CC4(C(C5C(C(CC6C5(CO6)OC(=O)C)O)(C(=O)C(C(=C3C)C4(C)C)OC(=O)C)C)OC(=O)C7=CC=CC=C7)O
21140782,CC[C@]12C=CCN3[C@H]1[C@@]4(CC3)[C@@H](C(C2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)C6(CCCCCC7=C6NC8=CC=CC=C78)C(=O)OC)OC)C,CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)C6(CCCCCC7=C6NC8=CC=CC=C78)C(=O)OC)OC)C
10395645,CC[C@@]12C=CCN3[C@@H]1[C@]4(CC3)[C@H]([C@]([C@@H]2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)C6(C[C@H]7CC8CCCCC8N(C7)CCC9=C6NC1=CC=CC=C91)C(=O)OC)OC)C,CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)C6(CC7CC8CCCCC8N(C7)CCC9=C6NC1=CC=CC=C91)C(=O)OC)OC)C
10866070,CC[C@@]1(C[C@@H]2C[C@](C3=C(CCC[N+](C2)(C1)CC4=CC=CC=C4)C5=CC=CC=C5N3)(C6=C(C=C7C(=C6)[C@]89CCN1[C@H]8[C@@](C=CC1)([C@H]([C@@]([C@@H]9N7C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,CCC1(CC2CC(C3=C(CCC[N+](C2)(C1)CC4=CC=CC=C4)C5=CC=CC=C5N3)(C6=C(C=C7C(=C6)C89CCN1C8C(C=CC1)(C(C(C9N7C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
101938480,CCC1=C[C@@H]2C[C@@](C3=C(CN(C2)C1)C4=C(N3)C=C(C=C4)O)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,CCC1=CC2CC(C3=C(CN(C2)C1)C4=C(N3)C=C(C=C4)O)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
327791,CC[C@@]12C=CCN3[C@@H]1[C@]4(CC3)[C@H]([C@]([C@@H]2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)[C@]6(C7[C@H]8CC(O7)(CN(C8)CCC9=C6NC1=CC=CC=C91)CC)C(=O)OC)OC)C,CCC12CC3CN(C1)CCC4=C(C(C3O2)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)NC1=CC=CC=C41
59281088,CC[C@@]12C=CCN3[C@@H]1[C@]4(CC3)[C@H]([C@]([C@@H]2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)[C@]6(CC7CC(CN(C7)CCC8=C6NC9=CC=CC=C89)(C(C)(F)F)O)C(=O)OC)OC)C,CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)C6(CC7CC(CN(C7)CCC8=C6NC9=CC=CC=C89)(C(C)(F)F)O)C(=O)OC)OC)C
146290046,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@@H]7[C@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
24848381,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CC[NH+](C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CC[NH+]9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,CCC1(CC2CC(C3=C(CC[NH+](C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CC[NH+]9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
11239981,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=C(N3)C=CC(=C4)N5CCCCC5)(C6=C(C=C7C(=C6)[C@]89CCN1[C@H]8[C@@](C=CC1)([C@H]([C@@](C9N7C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=C(N3)C=CC(=C4)N5CCCCC5)(C6=C(C=C7C(=C6)C89CCN1C8C(C=CC1)(C(C(C9N7C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
59727174,CC[C@@]12C=CCN3[C@@H]1[C@]4(CC3)[C@H]([C@]([C@@H]2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)[C@]6(C[C@H]7CC(CN(C7)CCC8=C6NC9=C8C=C(C=C9)C(C)C)C(C)(F)F)C(=O)OC)OC)C,CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)C6(CC7CC(CN(C7)CCC8=C6NC9=C8C=C(C=C9)C(C)C)C(C)(F)F)C(=O)OC)OC)C
44280591,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O)OC(=O)C,CC1=C2C(C(C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O)OC(=O)C
51029281,CC1=C2C[C@@](C[C@@H]1OC(=O)[C@@H]([C@H](C3=CC=CC=C3)NC(=O)C4=CC=CC=C4)O)(C(C5[C@@]([C@H](C[C@@H]6[C@]5(CO6)OC(=O)C)O)(C(=O)[C@@H]2OC(=O)C)C)OC(=O)C7=CC=CC=C7)O,CC1=C2CC(CC1OC(=O)C(C(C3=CC=CC=C3)NC(=O)C4=CC=CC=C4)O)(C(C5C(C(CC6C5(CO6)OC(=O)C)O)(C(=O)C2OC(=O)C)C)OC(=O)C7=CC=CC=C7)O
10259705,CC1=C2CC(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C,CC1=C2CC(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C
162623672,CCOC(=O)C.CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,CCOC(=O)C.CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC
11094194,CCC(=O)O[C@H]1C[C@@H]2[C@@](CO2)([C@@H]3[C@@]1(C(=O)[C@@H](C4=C([C@H](C[C@@]([C@H]3OC(=O)C5=CC=CC=C5)(C4(C)C)O)OC(=O)[C@@H]([C@H](C6=CC=CC=C6)NC(=O)C7=CC=CC=C7)O)C)OC(=O)CC)C)OC(=O)C,CCC(=O)OC1CC2C(CO2)(C3C1(C(=O)C(C4=C(C(CC(C3OC(=O)C5=CC=CC=C5)(C4(C)C)O)OC(=O)C(C(C6=CC=CC=C6)NC(=O)C7=CC=CC=C7)O)C)OC(=O)CC)C)OC(=O)C
117685186,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)OC)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)OC)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC
42621361,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3C([C@@]5(C2(C)C)[C@H]([C@@H]1OC(=O)[C@@H]([C@H](C6=CC=CC=C6)NC(=O)OC(C)(C)C)O)OC(=O)O5)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)O,CC1=C2C(C(=O)C3(C(CC4C(C3C(C5(C2(C)C)C(C1OC(=O)C(C(C6=CC=CC=C6)NC(=O)OC(C)(C)C)O)OC(=O)O5)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)O
59888159,CC1=C2C(C(=O)[C@@]3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)OC(=O)C,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)OC(=O)C
9854130,CC1C(O1)(C)C(=O)N[C@@H](C2=CC=CC=C2)[C@H](C(=O)O[C@H]3C[C@]4([C@H](C5[C@@]([C@H](C[C@@H]6[C@]5(CO6)OC(=O)C)O)(C(=O)[C@@H](C(=C3C)C4(C)C)OC(=O)C)C)OC(=O)C7=CC=CC=C7)O)O,CC1C(O1)(C)C(=O)NC(C2=CC=CC=C2)C(C(=O)OC3CC4(C(C5C(C(CC6C5(CO6)OC(=O)C)O)(C(=O)C(C(=C3C)C4(C)C)OC(=O)C)C)OC(=O)C7=CC=CC=C7)O)O
10920114,CCCC(=O)O[C@@H]1C2=C([C@H](C[C@](C2(C)C)([C@H]([C@H]3[C@](C1=O)([C@H](C[C@@H]4[C@]3(CO4)OC(=O)C)OC(=O)CC)C)OC(=O)C5=CC=CC=C5)O)OC(=O)[C@@H]([C@H](C6=CC=CC=C6)NC(=O)C7=CC=CC=C7)O)C,CCCC(=O)OC1C2=C(C(CC(C2(C)C)(C(C3C(C1=O)(C(CC4C3(CO4)OC(=O)C)OC(=O)CC)C)OC(=O)C5=CC=CC=C5)O)OC(=O)C(C(C6=CC=CC=C6)NC(=O)C7=CC=CC=C7)O)C
57798059,COC1=C(C=CC(=C1)NC2=NC=C3CN=C(C4=C(C3=N2)C=CC(=C4)Cl)C5=CC=CC=C5F)C(=O)O,COC1=C(C=CC(=C1)NC2=NC=C3CN=C(C4=C(C3=N2)C=CC(=C4)Cl)C5=CC=CC=C5F)C(=O)O
58458499,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)[O-])OC,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)[O-])OC
66819785,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)[O-])OC.[Na+],COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)[O-])OC.[Na+]
89997715,COC1=C(C=CC(=C1)NC2=NC=C3CN=C(C4=C(C3=N2)C=CC(=C4)Cl)C5=CC=CC=C5OCF)C(=O)O,COC1=C(C=CC(=C1)NC2=NC=C3CN=C(C4=C(C3=N2)C=CC(=C4)Cl)C5=CC=CC=C5OCF)C(=O)O
154688564,CC.CC(=O)C1=C(C=C(C=C1)NC2=NC=C3CN=C(C4=C(C3=N2)C=CC(=C4)Cl)C5=C(C=CC=C5F)OC)OC,CC.CC(=O)C1=C(C=C(C=C1)NC2=NC=C3CN=C(C4=C(C3=N2)C=CC(=C4)Cl)C5=C(C=CC=C5F)OC)OC
59758771,COC1=C(C=CC(=C1)NC2=NC=C3CN=C(C4=C(C3=N2)C=CC(=C4)Cl)C5=C(C=CC=C5F)OCC(F)(F)F)C(=O)O,COC1=C(C=CC(=C1)NC2=NC=C3CN=C(C4=C(C3=N2)C=CC(=C4)Cl)C5=C(C=CC=C5F)OCC(F)(F)F)C(=O)O
160550180,C.COC1=C(C=CC(=C1)NC2=NC=C3CN=C(C4=C(C3=N2)C=CC(=C4)Cl)C5=CC=CC=C5F)C(=O)O,C.COC1=C(C=CC(=C1)NC2=NC=C3CN=C(C4=C(C3=N2)C=CC(=C4)Cl)C5=CC=CC=C5F)C(=O)O
24771867,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
59758769,COC1=C(C=CC(=C1)NC2=NC=C3CN=C(C4=C(C3=N2)C=CC(=C4)Cl)C5=C(C=CC=C5F)F)C(=O)O,COC1=C(C=CC(=C1)NC2=NC=C3CN=C(C4=C(C3=N2)C=CC(=C4)Cl)C5=C(C=CC=C5F)F)C(=O)O
158974963,C.COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC,C.COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
129780721,C1=C(C(=O)N(C(=O)N1)Br)F,C1=C(C(=O)N(C(=O)N1)Br)F
88762911,C1=C(C(=O)NC(=O)[N-]1)F.[Ag+],C1=C(C(=O)NC(=O)[N-]1)F.[Ag+]
88180257,C1=C(C(=O)NC(=O)N1)F.[Pt],C1=C(C(=O)NC(=O)N1)F.[Pt]
23615736,C1=C(C(=O)NC(=O)N1)F.[Tl+],C1=C(C(=O)NC(=O)N1)F.[Tl+]
118528156,C1=C(C(=O)NC(=O)N1CN)F,C1=C(C(=O)NC(=O)N1CN)F
159980508,C1=C(C(=O)NC(=O)N1)F.[Pt+4],C1=C(C(=O)NC(=O)N1)F.[Pt+4]
70619306,C1=C(C(=O)N(C(=O)N1)C(=O)N)F,C1=C(C(=O)N(C(=O)N1)C(=O)N)F
71777647,[3H]C1=C(C(=O)NC(=O)N1)F,C1=C(C(=O)NC(=O)N1)F
71586769,C1=C([14C](=O)NC(=O)N1)F,C1=C(C(=O)NC(=O)N1)F
141314313,C1=C(C(=O)NC(=O)N1)F.FF,C1=C(C(=O)NC(=O)N1)F.FF
145477748,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)OC3=CC(=NC=C3)C(=O)NCC(=O)NO,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)OC3=CC(=NC=C3)C(=O)NCC(=O)NO
216239,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
71542471,CNC(=O)C1=NC=CC(=C1Cl)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,CNC(=O)C1=NC=CC(=C1Cl)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
142886602,CC(C1=CC=C(C=C1)OC2=CC(=NC=C2)C(=O)N)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,CC(C1=CC=C(C=C1)OC2=CC(=NC=C2)C(=O)N)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
123268832,CC(NC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)(O)O,CC(NC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)(O)O
91971838,[2H][13C]([2H])([2H])NC(=O)C1=[N+](C=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F)[O-],CNC(=O)C1=[N+](C=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F)[O-]
44815015,[2H]C1=C(C(=C(C(=C1NC(=O)NC2=CC=C(C=C2)OC3=CC(=NC=C3)C(=O)NC([2H])([2H])[2H])[2H])C(F)(F)F)Cl)[2H],CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
44565731,CN(C)C1=CC=C(C=C1)NC(=O)C2=NC=CC(=C2)OC3=CC=C(C=C3)NC(=O)NC4=CC(=C(C=C4)Cl)C(F)(F)F,CN(C)C1=CC=C(C=C1)NC(=O)C2=NC=CC(=C2)OC3=CC=C(C=C3)NC(=O)NC4=CC(=C(C=C4)Cl)C(F)(F)F
146573784,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)N(C3=CC(=C(C=C3)Cl)C(F)(F)F)N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)N(C3=CC(=C(C=C3)Cl)C(F)(F)F)N
155805849,CC(C)(C)C1=C(C=CC(=C1)NC(=O)NC2=C(C=C(C=C2)OC3=CC(=NC=C3)C(=O)NC)F)Cl,CC(C)(C)C1=C(C=CC(=C1)NC(=O)NC2=C(C=C(C=C2)OC3=CC(=NC=C3)C(=O)NC)F)Cl
143489089,C1CCC(C1)C2(CC2C#N)N3C=C(C=N3)C4=C5C=CNC5=NC=N4,C1CCC(C1)C2(CC2C#N)N3C=C(C=N3)C4=C5C=CNC5=NC=N4
57477592,C1CCC(CC1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=C3,C1CCC(CC1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=C3
57478008,C#CCC(C1CCCC1)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,C#CCC(C1CCCC1)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
72704201,[2H]C1(CC(CC1([2H])[2H])[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3)[2H],C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
130247571,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3.O[P+](=O)O,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3.O[P+](=O)O
129274997,C1C=CC2=CC=CC=C21.C1=CNC2=NC=NC(=C21)C3=CN(N=C3)CCC#N,C1C=CC2=CC=CC=C21.C1=CNC2=NC=NC(=C21)C3=CN(N=C3)CCC#N
57480643,C1=CC=NC(=C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,C1=CC=NC(=C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
57478106,C1CC(CCC1CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,C1CC(CCC1CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
49819296,CCCCC(CC#N)N1C=C(C=N1)C2=C3C=CNC3=NC=N2,CCCCC(CC#N)N1C=C(C=N1)C2=C3C=CNC3=NC=N2
51034608,C1CCC(C1)[C@H](CCC#N)N2C=C(C=N2)C3=CN=NC4=C3C=CN4,C1CCC(C1)C(CCC#N)N2C=C(C=N2)C3=CN=NC4=C3C=CN4
57748119,C[C@]1(CCCN1C(=O)NC2=NC=C(S2)C3=CC(=NC=C3)C4(CC4)C(F)(F)F)C(=O)N,CC1(CCCN1C(=O)NC2=NC=C(S2)C3=CC(=NC=C3)C4(CC4)C(F)(F)F)C(=O)N
75306311,CC1=C(SC(=N1)NC(=O)N2CCC(C2C(=O)N)(C)C)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,CC1=C(SC(=N1)NC(=O)N2CCC(C2C(=O)N)(C)C)C3=CC(=NC=C3)C(C)(C)C(F)(F)F
59293686,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C4(CC4)C,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C4(CC4)C
132263841,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(CN=[N+]=[N-])(CN=[N+]=[N-])C(F)(F)F,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C(CN=[N+]=[N-])(CN=[N+]=[N-])C(F)(F)F
59293663,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(CF)CF,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C(C)(CF)CF
72248471,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C4(CC4)C(F)(F)F,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C4(CC4)C(F)(F)F
72248506,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C4CCC4,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C4CCC4
163660480,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)NI)C3=CC(=NC=C3)C(C)(C(C=C)(F)I)I,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)NI)C3=CC(=NC=C3)C(C)(C(C=C)(F)I)I
49855000,C[C@@H]1CCN([C@@H]1C(=O)N)C(=O)NC2=NC(=C(S2)C3=CC(=NC=C3)C4(CC4)C)C,CC1CCN(C1C(=O)N)C(=O)NC2=NC(=C(S2)C3=CC(=NC=C3)C4(CC4)C)C
59293665,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C4(CC4)C(F)(F)F,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C4(CC4)C(F)(F)F
71543335,C[N+](C)(C)CC(=O)[O-].CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6.Cl,C[N+](C)(C)CC(=O)[O-].CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6.Cl
26919731,CS(=O)(=O)N1CC[NH+](CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,CS(=O)(=O)N1CC[NH+](CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
11504929,CCC(CC)(COC)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,CCC(CC)(COC)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
59593134,CS(=O)(=O)N1CCN(CC1)CCCC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,CS(=O)(=O)N1CCN(CC1)CCCC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
67458347,CS(=O)(=O)C1CCN(CC1)C(C2=C3C=NNC3=CC=C2)C4=NC(=C5C=CSC5=N4)N6CCOCC6,CS(=O)(=O)C1CCN(CC1)C(C2=C3C=NNC3=CC=C2)C4=NC(=C5C=CSC5=N4)N6CCOCC6
59688583,C[C@H]1CN(CCN1CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6)S(=O)(=O)C,CC1CN(CCN1CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6)S(=O)(=O)C
71811537,CS(=O)(=O)N1CCN(CC1)CC2=CSC3=C2N=C(N=C3C4=C5C=NNC5=CC=C4)N6CCOCC6,CS(=O)(=O)N1CCN(CC1)CC2=CSC3=C2N=C(N=C3C4=C5C=NNC5=CC=C4)N6CCOCC6
67053933,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(C=C(S3)C4=C5C=NNC5=CC=C4)C(=N2)N6CCOCC6,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(C=C(S3)C4=C5C=NNC5=CC=C4)C(=N2)N6CCOCC6
